"","Period","Value","Type"
"15421",2018-06-23,27.885,"Imports_Cumulative_billion"
"17510",2018-06-24,27.675,"Exports_Cumulative_billion"
"1543",2018-06-24,27.929,"Imports_Cumulative_billion"
"17610",2018-06-25,27.931,"Exports_Cumulative_billion"
"1544",2018-06-25,28.128,"Imports_Cumulative_billion"
"17710",2018-06-26,28.044,"Exports_Cumulative_billion"
"1545",2018-06-26,28.389,"Imports_Cumulative_billion"
"17810",2018-06-27,28.204,"Exports_Cumulative_billion"
"1546",2018-06-27,28.583,"Imports_Cumulative_billion"
"17910",2018-06-28,28.369,"Exports_Cumulative_billion"
"1547",2018-06-28,28.856,"Imports_Cumulative_billion"
"18010",2018-06-29,28.543,"Exports_Cumulative_billion"
"1548",2018-06-29,29.183,"Imports_Cumulative_billion"
"41",2018-06-30,448,"Weekly_Mean_Rent_Price"
"411",2018-06-30,425,"Weekly_Median_Rent_Price"
"614",2018-06-30,1448,"RPI_Flow"
"5112",2018-06-30,1419,"RPI_Stock"
"2101",2018-06-30,1007,"CPI_Food"
"1711",2018-06-30,1056,"CPI_Alcoholic_beverages_and_tobacco"
"3211",2018-06-30,993,"CPI_Clothing_and_footwear"
"4713",2018-06-30,1031,"CPI_Housing_and_household_utilities"
"624",2018-06-30,999,"CPI_Household_contents_and_services"
"774",2018-06-30,1004,"CPI_Health"
"921",2018-06-30,1019,"CPI_Transport"
"1071",2018-06-30,951,"CPI_Communication"
"1221",2018-06-30,994,"CPI_Recreation_and_culture"
"1371",2018-06-30,948,"CPI_Education"
"1521",2018-06-30,1031,"CPI_Miscellaneous_goods_and_services"
"1671",2018-06-30,1015,"CPI_All_groups"
"618",2018-06-30,1002,"FPI_Food"
"5114",2018-06-30,954,"FPI_Fruit_and_vegetables"
"962",2018-06-30,994,"FPI_Meat_poultry_and_fish"
"1414",2018-06-30,999,"FPI_Grocery_food"
"1861",2018-06-30,1025,"FPI_Non-alcoholic_beverages"
"2313",2018-06-30,1030,"FPI_Restaurant_meals_and_ready-to-eat_food"
"2104",2018-06-30,1047,"HPI_All_households"
"1715",2018-06-30,1060,"HPI_Beneficiary"
"3213",2018-06-30,1052,"HPI_Expenditure_quintile_lowest"
"4715",2018-06-30,1043,"HPI_Expenditure_quintile_highest"
"626",2018-06-30,1052,"HPI_Maori"
"776",2018-06-30,1045,"HPI_Superannuitant"
"2105",2018-06-30,1536,"CEP_All_Groups"
"2106",2018-06-30,1124,"PPI_Inputs"
"2107",2018-06-30,1140,"PPI_Outputs"
"1033",2018-06-30,1168,"LCI_All_Sectors"
"1303",2018-06-30,4.6,"Unemployment_Rate"
"2721",2018-06-30,67.9,"Employment_Rate"
"1183",2018-06-30,1210.18,"Weekly_Earnings"
"18110",2018-06-30,28.712,"Exports_Cumulative_billion"
"1549",2018-06-30,29.223,"Imports_Cumulative_billion"
"17712",2018-06-30,2.4732,"NZAC_Total_Annual_change"
"3952",2018-06-30,4.9796,"NZAC_Annual_change_Card_transaction_spend"
"6132",2018-06-30,3.1897,"NZAC_Annual_change_Electricity_grid_demand"
"8251",2018-06-30,52.3188,"NZAC_Annual_change_Manufacturing_index"
"10271",2018-06-30,5.3665,"NZAC_Annual_change_New_jobs_posted_online"
"12471",2018-06-30,3.6684,"NZAC_Annual_change_Traffic_index_(heavy)"
"14622",2018-06-30,2.9865,"NZAC_Annual_change_Traffic_index_(light)"
"18210",2018-07-01,28.904,"Exports_Cumulative_billion"
"1550",2018-07-01,29.328,"Imports_Cumulative_billion"
"18310",2018-07-02,29.234,"Exports_Cumulative_billion"
"15511",2018-07-02,29.591,"Imports_Cumulative_billion"
"18410",2018-07-03,29.367,"Exports_Cumulative_billion"
"15521",2018-07-03,29.791,"Imports_Cumulative_billion"
"18510",2018-07-04,29.477,"Exports_Cumulative_billion"
"1553",2018-07-04,29.994,"Imports_Cumulative_billion"
"18610",2018-07-05,29.589,"Exports_Cumulative_billion"
"1554",2018-07-05,30.237,"Imports_Cumulative_billion"
"18710",2018-07-06,29.743,"Exports_Cumulative_billion"
"1555",2018-07-06,30.474,"Imports_Cumulative_billion"
"18810",2018-07-07,29.845,"Exports_Cumulative_billion"
"1556",2018-07-07,30.504,"Imports_Cumulative_billion"
"18910",2018-07-08,30,"Exports_Cumulative_billion"
"1557",2018-07-08,30.543,"Imports_Cumulative_billion"
"19010",2018-07-09,30.3,"Exports_Cumulative_billion"
"1558",2018-07-09,30.76,"Imports_Cumulative_billion"
"19110",2018-07-10,30.455,"Exports_Cumulative_billion"
"1559",2018-07-10,31,"Imports_Cumulative_billion"
"19210",2018-07-11,30.61,"Exports_Cumulative_billion"
"1560",2018-07-11,31.206,"Imports_Cumulative_billion"
"19310",2018-07-12,30.758,"Exports_Cumulative_billion"
"15611",2018-07-12,31.403,"Imports_Cumulative_billion"
"19410",2018-07-13,30.893,"Exports_Cumulative_billion"
"15621",2018-07-13,31.647,"Imports_Cumulative_billion"
"19510",2018-07-14,30.987,"Exports_Cumulative_billion"
"1563",2018-07-14,31.691,"Imports_Cumulative_billion"
"19610",2018-07-15,31.23,"Exports_Cumulative_billion"
"1564",2018-07-15,31.737,"Imports_Cumulative_billion"
"19710",2018-07-16,31.545,"Exports_Cumulative_billion"
"1565",2018-07-16,31.979,"Imports_Cumulative_billion"
"19810",2018-07-17,31.7,"Exports_Cumulative_billion"
"1566",2018-07-17,32.191,"Imports_Cumulative_billion"
"19910",2018-07-18,31.836,"Exports_Cumulative_billion"
"1567",2018-07-18,32.405,"Imports_Cumulative_billion"
"20010",2018-07-19,31.982,"Exports_Cumulative_billion"
"1568",2018-07-19,32.648,"Imports_Cumulative_billion"
"20110",2018-07-20,32.127,"Exports_Cumulative_billion"
"1569",2018-07-20,32.834,"Imports_Cumulative_billion"
"20210",2018-07-21,32.194,"Exports_Cumulative_billion"
"1570",2018-07-21,32.866,"Imports_Cumulative_billion"
"20310",2018-07-22,32.328,"Exports_Cumulative_billion"
"15711",2018-07-22,32.914,"Imports_Cumulative_billion"
"20410",2018-07-23,32.594,"Exports_Cumulative_billion"
"15721",2018-07-23,33.188,"Imports_Cumulative_billion"
"20510",2018-07-24,32.724,"Exports_Cumulative_billion"
"1573",2018-07-24,33.403,"Imports_Cumulative_billion"
"20610",2018-07-25,32.857,"Exports_Cumulative_billion"
"1574",2018-07-25,33.626,"Imports_Cumulative_billion"
"20710",2018-07-26,32.968,"Exports_Cumulative_billion"
"1575",2018-07-26,34.025,"Imports_Cumulative_billion"
"20810",2018-07-27,33.216,"Exports_Cumulative_billion"
"1576",2018-07-27,34.236,"Imports_Cumulative_billion"
"20910",2018-07-28,33.304,"Exports_Cumulative_billion"
"1577",2018-07-28,34.272,"Imports_Cumulative_billion"
"21010",2018-07-29,33.497,"Exports_Cumulative_billion"
"1578",2018-07-29,34.309,"Imports_Cumulative_billion"
"21110",2018-07-30,33.821,"Exports_Cumulative_billion"
"1579",2018-07-30,34.559,"Imports_Cumulative_billion"
"42",2018-07-31,446,"Weekly_Mean_Rent_Price"
"421",2018-07-31,425,"Weekly_Median_Rent_Price"
"710",2018-07-31,1440,"RPI_Flow"
"5212",2018-07-31,1422,"RPI_Stock"
"716",2018-07-31,1009,"FPI_Food"
"5214",2018-07-31,977,"FPI_Fruit_and_vegetables"
"972",2018-07-31,995,"FPI_Meat_poultry_and_fish"
"1422",2018-07-31,1002,"FPI_Grocery_food"
"1871",2018-07-31,1043,"FPI_Non-alcoholic_beverages"
"2321",2018-07-31,1034,"FPI_Restaurant_meals_and_ready-to-eat_food"
"21210",2018-07-31,34.048,"Exports_Cumulative_billion"
"1580",2018-07-31,34.762,"Imports_Cumulative_billion"
"17812",2018-07-31,2.0675,"NZAC_Total_Annual_change"
"3922",2018-07-31,4.9342,"NZAC_Annual_change_Card_transaction_spend"
"6092",2018-07-31,-0.0425,"NZAC_Annual_change_Electricity_grid_demand"
"8301",2018-07-31,51.8858,"NZAC_Annual_change_Manufacturing_index"
"10312",2018-07-31,6.1325,"NZAC_Annual_change_New_jobs_posted_online"
"12481",2018-07-31,6.5096,"NZAC_Annual_change_Traffic_index_(heavy)"
"14641",2018-07-31,2.6131,"NZAC_Annual_change_Traffic_index_(light)"
"21310",2018-08-01,34.145,"Exports_Cumulative_billion"
"15811",2018-08-01,35.059,"Imports_Cumulative_billion"
"21410",2018-08-02,34.268,"Exports_Cumulative_billion"
"15821",2018-08-02,35.283,"Imports_Cumulative_billion"
"21510",2018-08-03,34.436,"Exports_Cumulative_billion"
"1583",2018-08-03,35.474,"Imports_Cumulative_billion"
"21610",2018-08-04,34.524,"Exports_Cumulative_billion"
"1584",2018-08-04,35.501,"Imports_Cumulative_billion"
"21710",2018-08-05,34.717,"Exports_Cumulative_billion"
"1585",2018-08-05,35.54,"Imports_Cumulative_billion"
"21810",2018-08-06,34.884,"Exports_Cumulative_billion"
"1586",2018-08-06,35.745,"Imports_Cumulative_billion"
"21910",2018-08-07,34.993,"Exports_Cumulative_billion"
"1587",2018-08-07,35.959,"Imports_Cumulative_billion"
"22010",2018-08-08,35.063,"Exports_Cumulative_billion"
"1588",2018-08-08,36.161,"Imports_Cumulative_billion"
"22110",2018-08-09,35.154,"Exports_Cumulative_billion"
"1589",2018-08-09,36.433,"Imports_Cumulative_billion"
"22210",2018-08-10,35.279,"Exports_Cumulative_billion"
"1590",2018-08-10,36.627,"Imports_Cumulative_billion"
"22310",2018-08-11,35.353,"Exports_Cumulative_billion"
"15911",2018-08-11,36.658,"Imports_Cumulative_billion"
"22410",2018-08-12,35.475,"Exports_Cumulative_billion"
"15921",2018-08-12,36.706,"Imports_Cumulative_billion"
"22510",2018-08-13,35.647,"Exports_Cumulative_billion"
"1593",2018-08-13,36.92,"Imports_Cumulative_billion"
"22610",2018-08-14,35.779,"Exports_Cumulative_billion"
"1594",2018-08-14,37.211,"Imports_Cumulative_billion"
"22710",2018-08-15,35.886,"Exports_Cumulative_billion"
"1595",2018-08-15,37.432,"Imports_Cumulative_billion"
"22810",2018-08-16,36.04,"Exports_Cumulative_billion"
"1596",2018-08-16,37.679,"Imports_Cumulative_billion"
"22910",2018-08-17,36.167,"Exports_Cumulative_billion"
"1597",2018-08-17,37.908,"Imports_Cumulative_billion"
"23010",2018-08-18,36.302,"Exports_Cumulative_billion"
"1598",2018-08-18,37.94,"Imports_Cumulative_billion"
"23110",2018-08-19,36.43,"Exports_Cumulative_billion"
"1599",2018-08-19,37.986,"Imports_Cumulative_billion"
"23210",2018-08-20,36.555,"Exports_Cumulative_billion"
"1600",2018-08-20,38.191,"Imports_Cumulative_billion"
"23310",2018-08-21,36.718,"Exports_Cumulative_billion"
"16011",2018-08-21,38.429,"Imports_Cumulative_billion"
"23410",2018-08-22,36.837,"Exports_Cumulative_billion"
"16021",2018-08-22,38.649,"Imports_Cumulative_billion"
"23510",2018-08-23,36.94,"Exports_Cumulative_billion"
"1603",2018-08-23,38.874,"Imports_Cumulative_billion"
"23610",2018-08-24,37.102,"Exports_Cumulative_billion"
"1604",2018-08-24,39.066,"Imports_Cumulative_billion"
"23710",2018-08-25,37.221,"Exports_Cumulative_billion"
"1605",2018-08-25,39.102,"Imports_Cumulative_billion"
"23810",2018-08-26,37.335,"Exports_Cumulative_billion"
"1606",2018-08-26,39.141,"Imports_Cumulative_billion"
"23910",2018-08-27,37.547,"Exports_Cumulative_billion"
"1607",2018-08-27,39.391,"Imports_Cumulative_billion"
"24010",2018-08-28,37.668,"Exports_Cumulative_billion"
"1608",2018-08-28,39.752,"Imports_Cumulative_billion"
"24110",2018-08-29,37.788,"Exports_Cumulative_billion"
"1609",2018-08-29,39.941,"Imports_Cumulative_billion"
"24210",2018-08-30,37.873,"Exports_Cumulative_billion"
"16101",2018-08-30,40.086,"Imports_Cumulative_billion"
"43",2018-08-31,450,"Weekly_Mean_Rent_Price"
"431",2018-08-31,430,"Weekly_Median_Rent_Price"
"810",2018-08-31,1442,"RPI_Flow"
"5312",2018-08-31,1425,"RPI_Stock"
"814",2018-08-31,1004,"FPI_Food"
"5314",2018-08-31,956,"FPI_Fruit_and_vegetables"
"982",2018-08-31,981,"FPI_Meat_poultry_and_fish"
"1432",2018-08-31,1007,"FPI_Grocery_food"
"1881",2018-08-31,1023,"FPI_Non-alcoholic_beverages"
"2331",2018-08-31,1035,"FPI_Restaurant_meals_and_ready-to-eat_food"
"24310",2018-08-31,38.024,"Exports_Cumulative_billion"
"16111",2018-08-31,40.304,"Imports_Cumulative_billion"
"17912",2018-08-31,2.1989,"NZAC_Total_Annual_change"
"3962",2018-08-31,6.4009,"NZAC_Annual_change_Card_transaction_spend"
"6102",2018-08-31,1.2965,"NZAC_Annual_change_Electricity_grid_demand"
"8312",2018-08-31,52.7673,"NZAC_Annual_change_Manufacturing_index"
"10281",2018-08-31,5.6965,"NZAC_Annual_change_New_jobs_posted_online"
"12441",2018-08-31,4.357,"NZAC_Annual_change_Traffic_index_(heavy)"
"14661",2018-08-31,3.9572,"NZAC_Annual_change_Traffic_index_(light)"
"24410",2018-09-01,38.145,"Exports_Cumulative_billion"
"16121",2018-09-01,40.448,"Imports_Cumulative_billion"
"24510",2018-09-02,38.323,"Exports_Cumulative_billion"
"16131",2018-09-02,40.498,"Imports_Cumulative_billion"
"24610",2018-09-03,38.504,"Exports_Cumulative_billion"
"16141",2018-09-03,40.715,"Imports_Cumulative_billion"
"24710",2018-09-04,38.678,"Exports_Cumulative_billion"
"16151",2018-09-04,40.969,"Imports_Cumulative_billion"
"24810",2018-09-05,38.797,"Exports_Cumulative_billion"
"1616",2018-09-05,41.187,"Imports_Cumulative_billion"
"24910",2018-09-06,38.888,"Exports_Cumulative_billion"
"1617",2018-09-06,41.464,"Imports_Cumulative_billion"
"25010",2018-09-07,38.993,"Exports_Cumulative_billion"
"1618",2018-09-07,41.714,"Imports_Cumulative_billion"
"25110",2018-09-08,39.099,"Exports_Cumulative_billion"
"1619",2018-09-08,41.75,"Imports_Cumulative_billion"
"25210",2018-09-09,39.253,"Exports_Cumulative_billion"
"1620",2018-09-09,41.801,"Imports_Cumulative_billion"
"25310",2018-09-10,39.432,"Exports_Cumulative_billion"
"16211",2018-09-10,42.06,"Imports_Cumulative_billion"
"25410",2018-09-11,39.582,"Exports_Cumulative_billion"
"16221",2018-09-11,42.287,"Imports_Cumulative_billion"
"25510",2018-09-12,39.669,"Exports_Cumulative_billion"
"1623",2018-09-12,42.542,"Imports_Cumulative_billion"
"25610",2018-09-13,39.767,"Exports_Cumulative_billion"
"1624",2018-09-13,42.773,"Imports_Cumulative_billion"
"25710",2018-09-14,39.907,"Exports_Cumulative_billion"
"1625",2018-09-14,43.296,"Imports_Cumulative_billion"
"25810",2018-09-15,40.001,"Exports_Cumulative_billion"
"1626",2018-09-15,43.338,"Imports_Cumulative_billion"
"25910",2018-09-16,40.112,"Exports_Cumulative_billion"
"1627",2018-09-16,43.379,"Imports_Cumulative_billion"
"26010",2018-09-17,40.247,"Exports_Cumulative_billion"
"1628",2018-09-17,43.603,"Imports_Cumulative_billion"
"26110",2018-09-18,40.372,"Exports_Cumulative_billion"
"1629",2018-09-18,43.883,"Imports_Cumulative_billion"
"26210",2018-09-19,40.511,"Exports_Cumulative_billion"
"1630",2018-09-19,44.281,"Imports_Cumulative_billion"
"26310",2018-09-20,40.807,"Exports_Cumulative_billion"
"16311",2018-09-20,44.562,"Imports_Cumulative_billion"
"26410",2018-09-21,40.994,"Exports_Cumulative_billion"
"16321",2018-09-21,44.859,"Imports_Cumulative_billion"
"26510",2018-09-22,41.106,"Exports_Cumulative_billion"
"1633",2018-09-22,44.896,"Imports_Cumulative_billion"
"26610",2018-09-23,41.267,"Exports_Cumulative_billion"
"1634",2018-09-23,44.951,"Imports_Cumulative_billion"
"26710",2018-09-24,41.419,"Exports_Cumulative_billion"
"1635",2018-09-24,45.166,"Imports_Cumulative_billion"
"26810",2018-09-25,41.623,"Exports_Cumulative_billion"
"1636",2018-09-25,45.383,"Imports_Cumulative_billion"
"26910",2018-09-26,41.76,"Exports_Cumulative_billion"
"1637",2018-09-26,45.621,"Imports_Cumulative_billion"
"27010",2018-09-27,41.893,"Exports_Cumulative_billion"
"1638",2018-09-27,45.867,"Imports_Cumulative_billion"
"27110",2018-09-28,42.037,"Exports_Cumulative_billion"
"1639",2018-09-28,46.054,"Imports_Cumulative_billion"
"27210",2018-09-29,42.123,"Exports_Cumulative_billion"
"1640",2018-09-29,46.094,"Imports_Cumulative_billion"
"44",2018-09-30,457,"Weekly_Mean_Rent_Price"
"441",2018-09-30,435,"Weekly_Median_Rent_Price"
"910",2018-09-30,1448,"RPI_Flow"
"5412",2018-09-30,1428,"RPI_Stock"
"3101",2018-09-30,1013,"CPI_Food"
"1811",2018-09-30,1054,"CPI_Alcoholic_beverages_and_tobacco"
"3311",2018-09-30,992,"CPI_Clothing_and_footwear"
"4813",2018-09-30,1042,"CPI_Housing_and_household_utilities"
"634",2018-09-30,1006,"CPI_Household_contents_and_services"
"783",2018-09-30,1013,"CPI_Health"
"931",2018-09-30,1043,"CPI_Transport"
"1081",2018-09-30,934,"CPI_Communication"
"1231",2018-09-30,1003,"CPI_Recreation_and_culture"
"1381",2018-09-30,948,"CPI_Education"
"1531",2018-09-30,1038,"CPI_Miscellaneous_goods_and_services"
"1681",2018-09-30,1024,"CPI_All_groups"
"913",2018-09-30,1003,"FPI_Food"
"5414",2018-09-30,904,"FPI_Fruit_and_vegetables"
"992",2018-09-30,998,"FPI_Meat_poultry_and_fish"
"1442",2018-09-30,1016,"FPI_Grocery_food"
"1891",2018-09-30,1027,"FPI_Non-alcoholic_beverages"
"2341",2018-09-30,1037,"FPI_Restaurant_meals_and_ready-to-eat_food"
"3103",2018-09-30,1056,"HPI_All_households"
"1814",2018-09-30,1068,"HPI_Beneficiary"
"3313",2018-09-30,1063,"HPI_Expenditure_quintile_lowest"
"4815",2018-09-30,1050,"HPI_Expenditure_quintile_highest"
"636",2018-09-30,1060,"HPI_Maori"
"785",2018-09-30,1058,"HPI_Superannuitant"
"3104",2018-09-30,1554,"CEP_All_Groups"
"3105",2018-09-30,1140,"PPI_Inputs"
"3106",2018-09-30,1157,"PPI_Outputs"
"1043",2018-09-30,1174,"LCI_All_Sectors"
"1319",2018-09-30,4,"Unemployment_Rate"
"2731",2018-09-30,68.3,"Employment_Rate"
"1193",2018-09-30,1221.92,"Weekly_Earnings"
"2739",2018-09-30,42.276,"Exports_Cumulative_billion"
"16411",2018-09-30,46.137,"Imports_Cumulative_billion"
"18112",2018-09-30,2.1796,"NZAC_Total_Annual_change"
"3972",2018-09-30,5.3247,"NZAC_Annual_change_Card_transaction_spend"
"6142",2018-09-30,1.3019,"NZAC_Annual_change_Electricity_grid_demand"
"8281",2018-09-30,51.7708,"NZAC_Annual_change_Manufacturing_index"
"10291",2018-09-30,12.6408,"NZAC_Annual_change_New_jobs_posted_online"
"12491",2018-09-30,2.4129,"NZAC_Annual_change_Traffic_index_(heavy)"
"14631",2018-09-30,1.7929,"NZAC_Annual_change_Traffic_index_(light)"
"2742",2018-10-01,42.394,"Exports_Cumulative_billion"
"16421",2018-10-01,46.395,"Imports_Cumulative_billion"
"2752",2018-10-02,42.524,"Exports_Cumulative_billion"
"1643",2018-10-02,46.7,"Imports_Cumulative_billion"
"2762",2018-10-03,42.714,"Exports_Cumulative_billion"
"1644",2018-10-03,46.968,"Imports_Cumulative_billion"
"2772",2018-10-04,42.841,"Exports_Cumulative_billion"
"1645",2018-10-04,47.243,"Imports_Cumulative_billion"
"2782",2018-10-05,43.01,"Exports_Cumulative_billion"
"1646",2018-10-05,47.446,"Imports_Cumulative_billion"
"2792",2018-10-06,43.143,"Exports_Cumulative_billion"
"1647",2018-10-06,47.513,"Imports_Cumulative_billion"
"2802",2018-10-07,43.305,"Exports_Cumulative_billion"
"1648",2018-10-07,47.555,"Imports_Cumulative_billion"
"2816",2018-10-08,43.45,"Exports_Cumulative_billion"
"1649",2018-10-08,47.921,"Imports_Cumulative_billion"
"2822",2018-10-09,43.626,"Exports_Cumulative_billion"
"1650",2018-10-09,48.161,"Imports_Cumulative_billion"
"2832",2018-10-10,43.857,"Exports_Cumulative_billion"
"16511",2018-10-10,48.49,"Imports_Cumulative_billion"
"2842",2018-10-11,44.014,"Exports_Cumulative_billion"
"16521",2018-10-11,48.713,"Imports_Cumulative_billion"
"2851",2018-10-12,44.156,"Exports_Cumulative_billion"
"1653",2018-10-12,48.961,"Imports_Cumulative_billion"
"2861",2018-10-13,44.256,"Exports_Cumulative_billion"
"1654",2018-10-13,48.995,"Imports_Cumulative_billion"
"2871",2018-10-14,44.382,"Exports_Cumulative_billion"
"1655",2018-10-14,49.048,"Imports_Cumulative_billion"
"2881",2018-10-15,44.542,"Exports_Cumulative_billion"
"1656",2018-10-15,49.268,"Imports_Cumulative_billion"
"2891",2018-10-16,44.72,"Exports_Cumulative_billion"
"1657",2018-10-16,49.49,"Imports_Cumulative_billion"
"2901",2018-10-17,44.897,"Exports_Cumulative_billion"
"1658",2018-10-17,49.739,"Imports_Cumulative_billion"
"2915",2018-10-18,45.028,"Exports_Cumulative_billion"
"1659",2018-10-18,50.011,"Imports_Cumulative_billion"
"2921",2018-10-19,45.181,"Exports_Cumulative_billion"
"1660",2018-10-19,50.255,"Imports_Cumulative_billion"
"2931",2018-10-20,45.313,"Exports_Cumulative_billion"
"16611",2018-10-20,50.293,"Imports_Cumulative_billion"
"2941",2018-10-21,45.426,"Exports_Cumulative_billion"
"16621",2018-10-21,50.357,"Imports_Cumulative_billion"
"2951",2018-10-22,45.612,"Exports_Cumulative_billion"
"1663",2018-10-22,50.4,"Imports_Cumulative_billion"
"2961",2018-10-23,45.831,"Exports_Cumulative_billion"
"1664",2018-10-23,50.633,"Imports_Cumulative_billion"
"2971",2018-10-24,45.979,"Exports_Cumulative_billion"
"1665",2018-10-24,50.922,"Imports_Cumulative_billion"
"2981",2018-10-25,46.17,"Exports_Cumulative_billion"
"1666",2018-10-25,51.173,"Imports_Cumulative_billion"
"2991",2018-10-26,46.363,"Exports_Cumulative_billion"
"1667",2018-10-26,51.5,"Imports_Cumulative_billion"
"3001",2018-10-27,46.509,"Exports_Cumulative_billion"
"1668",2018-10-27,51.532,"Imports_Cumulative_billion"
"3015",2018-10-28,46.596,"Exports_Cumulative_billion"
"1669",2018-10-28,51.578,"Imports_Cumulative_billion"
"3021",2018-10-29,46.695,"Exports_Cumulative_billion"
"1670",2018-10-29,51.848,"Imports_Cumulative_billion"
"3031",2018-10-30,46.967,"Exports_Cumulative_billion"
"16711",2018-10-30,52.106,"Imports_Cumulative_billion"
"45",2018-10-31,460,"Weekly_Mean_Rent_Price"
"451",2018-10-31,440,"Weekly_Median_Rent_Price"
"1010",2018-10-31,1467,"RPI_Flow"
"5512",2018-10-31,1432,"RPI_Stock"
"1013",2018-10-31,997,"FPI_Food"
"5514",2018-10-31,855,"FPI_Fruit_and_vegetables"
"1002",2018-10-31,1022,"FPI_Meat_poultry_and_fish"
"1452",2018-10-31,1012,"FPI_Grocery_food"
"1901",2018-10-31,1024,"FPI_Non-alcoholic_beverages"
"2351",2018-10-31,1038,"FPI_Restaurant_meals_and_ready-to-eat_food"
"3041",2018-10-31,47.105,"Exports_Cumulative_billion"
